_RAJ2000,_DEJ2000,SDSS,S_N,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,E_B-V_,pm
168.0920,24.1037,111209.67+240635.48,26,18.546,0.021,18.357,0.016,18.644,0.023,18.919,0.023,19.223,0.060,0.015,10.900
173.1940,22.5545,113251.95+223356.46,38,18.129,0.016,18.133,0.019,18.545,0.021,18.986,0.049,19.110,0.054,0.020,35.300
171.7186,21.9129,112701.76+215549.92,53,17.034,0.022,16.894,0.013,17.248,0.015,17.554,0.016,17.926,0.019,0.020,50.200
171.4172,23.1072,112543.23+230654.21,24,18.849,0.026,19.133,0.022,19.575,0.020,19.944,0.033,20.281,0.122,0.017,16.400
175.5873,22.0187,114221.90+220145.47,57,16.771,0.056,16.679,0.021,16.903,0.029,17.171,0.040,17.508,0.038,0.020,9.500
175.0722,23.3865,114012.81+232204.71,23,18.875,0.024,18.747,0.038,18.885,0.025,19.012,0.031,19.197,0.064,0.021,71.000
156.2216,23.1084,102449.53+230710.13,33,18.331,0.018,18.224,0.014,18.557,0.011,18.816,0.021,19.054,0.038,0.015,28.400
161.7364,21.9693,104647.72+215808.10,23,18.822,0.021,18.788,0.026,19.098,0.019,19.377,0.022,19.545,0.054,0.028,23.000
159.4830,22.3391,103756.67+221934.14,21,18.287,0.023,18.657,0.029,19.190,0.019,19.505,0.027,20.022,0.086,0.025,23.800
161.2843,22.7013,104516.80+224345.73,23,18.940,0.023,18.815,0.017,19.106,0.014,19.360,0.019,19.618,0.056,0.025,31.900
162.9564,23.5404,105147.85+233305.18,22,18.571,0.025,18.486,0.018,18.837,0.021,19.117,0.019,19.474,0.068,0.037,33.900
166.4809,21.3064,110558.26+211943.77,57,17.218,0.013,17.015,0.020,17.233,0.016,17.512,0.017,17.796,0.021,0.018,53.200
165.3119,20.7905,110122.10+204904.07,30,18.916,0.023,18.639,0.017,18.942,0.018,19.227,0.017,19.579,0.053,0.022,11.800
164.6196,22.8315,105838.42+224940.02,58,16.846,0.019,16.747,0.019,17.143,0.022,17.426,0.011,17.713,0.018,0.019,32.800
165.2970,22.8248,110120.27+225040.84,28,19.191,0.027,18.854,0.021,19.029,0.027,19.180,0.032,19.517,0.051,0.021,23.300
171.1011,20.1050,112418.45+200529.32,18,19.231,0.027,19.185,0.025,19.460,0.030,19.817,0.042,20.197,0.123,0.018,48.700
170.5778,21.0348,112209.93+210149.43,45,17.438,0.034,17.233,0.016,17.536,0.019,17.875,0.023,18.092,0.031,0.024,31.600
174.8456,21.3270,113919.17+211934.38,26,17.971,0.070,18.383,0.015,18.908,0.017,19.224,0.018,19.621,0.070,0.030,24.600
172.9919,20.7950,113151.32+204735.01,36,17.314,0.014,17.571,0.018,18.055,0.017,18.410,0.019,18.787,0.038,0.022,26.400
174.0506,21.5480,113611.51+213246.43,17,18.842,0.026,19.140,0.032,19.644,0.025,19.877,0.030,19.768,0.073,0.024,20.500
174.2373,21.3857,113659.55+212300.13,16,19.463,0.040,19.248,0.021,19.561,0.018,19.853,0.029,20.304,0.113,0.023,20.100
177.6505,19.3003,115045.04+191854.63,15,19.238,0.034,19.112,0.026,19.452,0.019,19.732,0.022,20.001,0.077,0.044,95.100
175.2602,19.8095,114107.30+194928.94,16,19.160,0.027,18.904,0.019,19.201,0.014,19.460,0.023,19.785,0.081,0.018,48.700
175.4102,20.8794,114135.34+205223.87,40,16.898,0.038,16.901,0.022,17.281,0.021,17.625,0.022,17.865,0.030,0.021,60.500
176.0561,31.1499,114413.20+310853.75,12,20.092,0.049,19.562,0.020,19.402,0.019,19.407,0.021,19.423,0.067,0.032,21.690
168.5200,27.4300,111355.83+272614.66,39,17.638,0.018,17.499,0.018,17.878,0.050,18.157,0.207,18.533,0.527,0.017,22.200
167.6698,26.9423,111048.84+265544.74,23,18.137,0.020,18.553,0.021,19.118,0.015,19.491,0.022,19.777,0.078,0.024,12.310
169.3716,32.9592,111732.68+325802.14,44,16.500,0.022,16.350,0.018,16.696,0.015,16.980,0.019,17.274,0.019,0.031,42.600
159.8337,24.7970,103917.50+244742.42,13,18.192,0.027,18.015,0.018,18.316,0.016,18.590,0.019,18.815,0.037,0.025,19.700
159.4607,24.4697,103759.10+242812.26,25,18.471,0.022,18.472,0.039,18.863,0.017,19.195,0.022,19.400,0.069,0.022,13.500
159.4051,26.3402,103724.01+262043.87,20,19.103,0.035,18.880,0.025,19.221,0.018,19.415,0.024,19.653,0.086,0.022,21.000
160.1770,26.4497,104042.21+262748.33,44,16.807,0.018,16.634,0.021,16.951,0.019,17.212,0.015,17.482,0.021,0.033,62.900
168.1048,30.3852,111213.30+302327.16,25,18.629,0.045,18.526,0.028,18.910,0.014,19.159,0.022,19.586,0.076,0.022,9.300
166.4796,32.0610,110552.32+320422.84,13,19.266,0.030,19.250,0.022,19.623,0.034,19.923,0.036,20.160,0.134,0.028,11.400
163.7827,33.4657,105516.64+332855.91,42,17.620,0.018,17.340,0.010,17.735,0.017,17.909,0.042,19.547,0.072,0.018,13.000
162.4353,29.8791,104935.94+295308.32,38,17.317,0.013,17.082,0.021,17.398,0.019,17.677,0.016,17.956,0.032,0.023,95.400
165.2723,27.1468,110107.84+270830.05,30,17.511,0.016,17.388,0.020,17.755,0.027,18.068,0.024,18.373,0.035,0.020,20.100
164.0625,29.4382,105605.40+292720.42,16,19.251,0.034,19.053,0.025,19.404,0.024,19.631,0.029,19.812,0.083,0.019,10.200
160.3405,32.2993,104116.40+321811.70,28,18.419,0.019,18.110,0.013,18.368,0.014,18.648,0.020,18.960,0.037,0.019,43.800
155.0652,31.0786,102016.10+310317.69,19,19.247,0.031,19.117,0.020,19.369,0.020,19.647,0.022,19.937,0.092,0.025,25.800
158.6441,26.1766,103443.48+261225.30,20,18.894,0.028,18.817,0.022,19.127,0.017,19.443,0.025,19.600,0.081,0.022,22.700
159.3336,28.3801,103710.51+282158.82,31,17.479,0.025,17.570,0.016,18.007,0.016,18.322,0.020,18.618,0.042,0.020,26.800
154.0518,23.2269,101609.20+231312.58,22,18.489,0.038,18.539,0.019,18.964,0.021,19.270,0.020,19.431,0.048,0.027,20.900
149.5807,22.7433,095820.46+224310.56,55,16.606,0.015,16.484,0.016,16.813,0.016,17.114,0.023,17.370,0.020,0.035,14.100
154.5295,28.3822,101757.84+282421.61,14,19.426,0.027,19.080,0.015,19.385,0.044,19.642,0.023,19.803,0.139,0.040,68.900
154.8628,27.0214,101933.37+270258.45,24,18.395,0.016,18.218,0.019,18.527,0.017,18.783,0.020,19.040,0.058,0.028,4.200
154.9072,28.1454,101924.90+280748.00,33,17.192,0.017,17.396,0.023,17.829,0.026,18.173,0.019,18.459,0.050,0.032,26.700
156.6994,24.7207,102639.10+244126.52,39,17.681,0.028,17.431,0.020,17.759,0.013,18.020,0.016,18.311,0.028,0.017,55.500
151.8654,27.2233,100734.35+271410.75,20,18.217,0.022,18.568,0.030,19.069,0.014,19.377,0.021,19.710,0.069,0.029,6.200
153.3446,27.8996,101324.49+275513.18,23,18.161,0.029,18.465,0.022,18.933,0.021,19.301,0.023,19.762,0.088,0.058,7.030
186.3665,30.6791,122532.80+304011.79,13,20.264,0.046,19.562,0.021,19.547,0.024,19.584,0.026,19.617,0.077,0.018,21.800
180.2779,29.3611,120116.75+292150.45,19,18.684,0.023,18.572,0.033,18.877,0.024,19.204,0.026,19.444,0.055,0.021,27.000
182.0963,29.1496,120834.83+290850.29,21,19.015,0.030,18.739,0.018,19.049,0.015,19.259,0.024,19.574,0.072,0.020,29.200
182.3009,29.0025,120916.18+290027.83,14,19.105,0.030,19.176,0.024,19.573,0.031,19.882,0.034,20.374,0.130,0.022,24.500
183.2616,29.9940,121302.74+295950.96,12,19.505,0.027,19.168,0.018,19.526,0.024,19.712,0.039,20.139,0.139,0.019,38.200
184.7034,30.2408,121846.27+301437.27,32,17.798,0.016,17.651,0.018,17.912,0.013,18.162,0.011,18.426,0.037,0.021,28.200
185.7169,31.6690,122302.35+313842.03,38,17.047,0.018,17.303,0.022,17.794,0.010,18.152,0.021,18.470,0.033,0.021,32.200
187.7687,33.2043,123032.23+321900.62,11,20.461,0.057,19.986,0.022,19.830,0.022,19.871,0.026,19.972,0.100,0.021,19.620
193.5664,27.6241,125422.10+273834.13,41,17.665,0.015,17.800,0.022,18.210,0.015,18.516,0.022,18.863,0.040,0.013,20.000
190.6619,32.2869,124234.70+321933.84,31,17.930,0.016,17.723,0.025,18.042,0.013,18.268,0.030,18.635,0.032,0.015,45.500
196.5556,30.1010,130609.72+300536.49,17,19.186,0.032,19.048,0.016,19.359,0.018,19.650,0.027,19.792,0.090,0.011,8.500
201.9616,29.2694,132759.80+291623.81,19,19.402,0.027,19.174,0.017,19.505,0.020,19.701,0.025,20.024,0.140,0.010,4.200
201.8978,29.0520,132723.02+290256.17,11,20.754,0.074,20.261,0.025,20.083,0.025,20.025,0.036,20.029,0.131,0.012,42.900
200.1858,30.6164,132033.41+303522.71,31,18.227,0.035,18.175,0.023,18.581,0.017,18.883,0.019,19.143,0.044,0.013,22.200
199.8738,29.7493,131925.15+294446.64,21,19.102,0.028,19.141,0.021,19.527,0.022,19.858,0.032,20.215,0.144,0.012,14.500
200.8890,29.6557,132324.13+293834.28,36,18.279,0.026,18.052,0.018,18.338,0.021,18.625,0.018,18.880,0.045,0.013,69.400
200.8468,29.7673,132329.25+294622.57,37,17.892,0.020,17.841,0.023,18.179,0.012,18.437,0.017,18.772,0.030,0.012,10.700
201.9921,30.5582,132747.10+303303.01,27,18.590,0.023,18.509,0.013,18.863,0.021,19.153,0.024,19.397,0.073,0.014,23.500
205.1393,30.2121,134026.45+301210.87,40,16.906,0.015,17.019,0.026,17.459,0.014,17.779,0.012,18.110,0.027,0.015,7.600
208.7788,31.3396,135512.35+312015.92,38,17.726,0.019,17.542,0.012,17.837,0.020,18.123,0.018,18.390,0.029,0.014,26.000
209.9247,31.0411,135942.49+310255.52,37,17.529,0.030,17.477,0.024,17.854,0.015,18.171,0.021,18.432,0.036,0.015,10.100
212.2900,30.1867,140859.69+301048.26,29,18.399,0.019,18.120,0.024,18.329,0.019,18.499,0.024,18.751,0.035,0.016,40.400
212.4262,29.9875,140930.88+295830.76,22,18.894,0.026,18.756,0.023,19.080,0.017,19.395,0.024,19.590,0.071,0.014,28.200
358.8463,30.9508,235526.84+305558.66,34,18.054,0.022,17.680,0.015,17.927,0.015,18.166,0.016,18.447,0.034,0.065,50.600
355.6479,29.1037,234224.12+290605.11,30,18.879,0.031,18.414,0.020,18.612,0.022,18.735,0.025,18.905,0.036,0.159,41.100
353.0701,30.5519,233211.08+303059.95,22,19.297,0.033,18.993,0.017,19.179,0.017,19.359,0.021,19.536,0.062,0.159,47.000
344.2311,30.0564,225707.57+300322.25,20,19.431,0.030,19.117,0.022,19.182,0.020,19.313,0.018,19.448,0.056,0.050,19.100
343.5427,31.3283,225400.69+312130.47,22,19.164,0.027,18.934,0.017,19.110,0.013,19.300,0.022,19.530,0.053,0.056,23.300
340.5470,29.8235,224154.98+295001.95,13,24.634,1.544,20.095,0.045,19.825,0.032,19.594,0.030,19.951,1.075,0.068,6.000
359.1049,23.6637,235636.10+233858.46,27,18.272,0.028,18.463,0.018,18.874,0.017,19.173,0.022,19.562,0.079,0.107,10.300
359.0174,23.9529,235613.86+235725.10,12,20.252,0.040,19.638,0.024,19.388,0.021,19.272,0.023,19.273,0.048,0.095,64.900
358.4915,23.6086,235359.87+233600.64,19,18.843,0.034,18.946,0.022,19.331,0.017,19.641,0.028,19.773,0.128,0.096,4.800
358.7902,24.1025,235516.61+240329.84,14,20.128,0.058,19.710,0.025,19.882,0.025,20.045,0.035,20.212,0.145,0.127,25.200
0.7943,25.4004,000259.59+252608.14,20,19.031,0.025,18.840,0.015,19.122,0.020,19.361,0.024,19.660,0.138,0.039,23.800
355.4859,27.3722,234200.57+272007.86,16,20.142,0.075,19.366,0.025,19.310,0.026,19.358,0.032,19.615,0.118,0.087,62.700
358.7438,26.0630,235452.29+260513.45,25,18.082,0.021,18.404,0.017,18.835,0.016,19.192,0.027,19.473,0.062,0.040,15.400
357.4258,27.1822,235253.01+253101.77,17,19.395,0.027,19.030,0.015,18.916,0.016,18.937,0.023,19.042,0.042,0.080,40.610
358.0432,25.8852,235214.27+255015.70,16,19.528,0.035,19.302,0.019,19.542,0.018,19.789,0.028,19.892,0.103,0.049,28.000
358.8911,26.5137,235529.18+263118.81,13,19.996,0.047,19.492,0.023,19.732,0.024,19.647,0.027,19.427,0.072,0.040,32.200
359.0974,26.4598,235615.98+262915.94,11,20.453,0.062,19.699,0.024,19.477,0.022,19.495,0.035,19.274,0.064,0.039,2.400
357.3467,24.8625,234924.57+244916.95,20,19.450,0.041,19.077,0.015,19.273,0.022,19.456,0.025,19.541,0.088,0.060,40.800
358.0489,25.5743,235210.04+253409.81,39,17.534,0.017,17.341,0.016,17.625,0.017,17.865,0.016,18.064,0.027,0.061,10.800
8.9556,34.7616,003557.27+344251.70,13,20.272,0.066,19.779,0.021,19.906,0.030,20.361,0.063,20.138,0.125,0.086,54.700
345.9363,26.3234,230348.48+261859.75,21,18.732,0.019,19.016,0.017,19.441,0.017,19.705,0.022,20.023,0.081,0.081,28.200
345.2467,25.3062,230052.67+252040.28,15,19.444,0.032,19.601,0.018,19.903,0.022,20.203,0.037,20.380,0.168,0.158,5.800
343.2588,27.0549,225247.41+270433.79,33,18.284,0.021,18.117,0.018,18.404,0.015,18.674,0.018,18.978,0.038,0.065,43.100
343.7984,23.1664,225513.66+230944.15,36,17.674,0.029,17.771,0.024,18.204,0.019,18.508,0.018,18.797,0.037,0.053,68.100
346.1948,23.7263,230443.74+234603.49,23,19.348,0.026,19.108,0.017,19.349,0.019,19.591,0.026,19.896,0.089,0.144,18.800
346.0582,23.4305,230410.96+232236.13,18,19.189,0.027,19.429,0.017,19.781,0.021,20.131,0.032,20.429,0.144,0.136,5.700
345.6062,23.3159,230228.08+231747.91,21,18.895,0.234,19.441,0.703,20.564,0.222,24.362,0.058,20.112,0.130,0.165,60.500
347.3603,24.9619,230932.01+245754.96,20,19.468,0.031,19.194,0.020,19.432,0.019,19.633,0.025,19.874,0.071,0.138,25.500
18.8411,32.1990,011522.05+321314.88,20,19.545,0.030,19.198,0.017,19.138,0.017,19.185,0.025,19.415,0.056,0.064,26.500
21.5455,32.9066,012617.35+325547.01,13,19.040,0.024,19.099,0.017,19.455,0.019,19.740,0.029,20.007,0.095,0.053,6.100
20.8267,32.9968,012318.14+330014.34,31,18.274,0.020,18.014,0.029,18.321,0.024,18.583,0.034,18.806,0.048,0.056,29.400
19.7956,33.8177,011920.91+334949.77,26,18.186,0.018,18.068,0.021,18.335,0.015,18.653,0.020,18.813,0.041,0.059,45.800
21.5343,33.4141,012601.53+332523.49,33,17.596,0.020,17.692,0.019,18.083,0.020,18.339,0.020,18.625,0.055,0.060,12.700
19.4459,34.3560,011734.69+341954.63,37,18.458,0.023,18.088,0.023,18.309,0.011,18.535,0.026,18.868,0.046,0.041,23.800
17.4352,34.6200,010941.46+343509.46,30,18.743,0.026,18.207,0.017,18.024,0.020,18.006,0.017,18.009,0.032,0.074,134.200
17.8508,35.4946,011117.77+352833.75,12,20.375,0.066,19.889,0.023,19.740,0.025,19.713,0.032,19.859,0.122,0.048,72.800
27.7104,31.1741,015103.87+311218.32,14,19.969,0.053,19.456,0.026,19.313,0.073,19.349,0.224,19.450,0.714,0.067,0.000
31.5761,32.8902,020616.41+325214.33,11,20.513,0.082,19.935,0.036,19.977,0.043,19.952,0.062,20.698,0.406,0.077,42.300
33.8070,30.3869,021510.57+302638.70,25,18.810,0.037,18.328,0.017,18.422,0.018,18.496,0.022,18.609,0.054,0.097,113.100
188.9762,44.3477,123552.07+442012.09,11,20.295,0.051,19.767,0.029,19.627,0.021,19.559,0.025,19.691,0.072,0.013,26.500
194.5604,44.5750,125812.43+443138.21,17,19.505,0.030,19.218,0.015,19.334,0.029,19.467,0.023,19.799,0.091,0.019,33.200
197.9648,42.8916,131154.92+425451.70,24,18.283,0.023,18.209,0.025,18.555,0.023,18.859,0.022,19.103,0.047,0.014,15.700
196.5619,43.7618,130615.83+434625.06,13,20.489,0.046,19.608,0.024,19.475,0.021,19.490,0.019,19.429,0.046,0.018,11.300
199.8418,42.9423,131926.96+425923.09,27,18.073,0.031,18.209,0.022,18.654,0.069,19.075,0.317,19.262,0.615,0.018,32.700
196.4263,46.3218,130548.66+462135.55,26,17.858,0.015,18.001,0.024,18.394,0.012,18.743,0.017,18.896,0.042,0.012,13.600
199.3607,45.4080,132427.83+462803.52,13,19.984,0.040,19.540,0.023,19.529,0.026,19.527,0.026,19.461,0.072,0.034,26.200
204.6834,44.1506,133847.78+440850.58,18,19.071,0.024,18.880,0.020,19.199,0.015,19.461,0.022,19.639,0.058,0.019,8.600
204.9498,44.5038,133951.75+443001.76,19,18.733,0.025,18.743,0.021,19.130,0.018,19.477,0.026,19.809,0.108,0.018,7.600
203.7839,43.4969,133507.26+432923.97,29,18.082,0.026,17.916,0.019,18.251,0.015,18.476,0.014,18.757,0.038,0.012,67.600
204.3918,44.6381,133740.30+443939.04,13,19.320,0.055,19.216,0.033,19.537,0.035,19.807,0.035,19.964,0.095,0.018,20.400
205.0474,45.0546,134019.20+450421.71,12,19.067,0.035,19.197,0.020,19.621,0.018,19.934,0.027,20.230,0.097,0.019,17.600
204.8361,44.3180,133919.76+441906.55,15,19.324,0.026,19.179,0.019,19.497,0.022,19.793,0.026,20.163,0.088,0.020,8.000
207.7266,44.5379,135045.21+443029.73,20,18.633,0.018,18.629,0.034,18.980,0.022,19.309,0.028,19.475,0.075,0.014,48.900
184.2717,39.0400,121708.52+390022.95,30,17.774,0.034,17.899,0.018,18.291,0.023,18.548,0.076,19.203,0.385,0.020,28.100
192.3578,46.1241,124923.20+460728.99,14,19.846,0.035,19.602,0.026,19.997,0.039,20.132,0.044,20.798,0.284,0.014,24.900
188.3791,46.2009,123326.65+461327.57,50,15.669,0.012,15.706,0.032,16.126,0.015,16.456,0.015,16.723,0.019,0.018,62.400
189.8666,45.1706,123925.55+450803.32,21,19.030,0.049,18.751,0.028,19.032,0.018,19.234,0.025,19.490,0.067,0.018,26.100
186.2307,43.8968,122452.26+435531.74,27,18.307,0.024,18.064,0.024,18.357,0.020,18.614,0.021,18.897,0.034,0.011,42.000
179.5889,43.9105,115829.32+435212.17,20,18.417,0.017,18.525,0.017,18.982,0.019,19.283,0.021,19.504,0.062,0.017,28.900
183.8100,45.5719,121511.67+453552.62,23,19.205,0.024,18.748,0.024,18.943,0.018,19.149,0.018,19.381,0.046,0.012,16.200
181.7870,45.4111,120719.78+452305.48,58,16.433,0.019,16.792,0.096,17.458,0.015,17.857,0.014,18.268,0.038,0.017,3.850
180.3214,46.4354,120119.65+462420.81,11,20.085,0.037,19.541,0.024,19.443,0.027,19.395,0.026,19.594,0.101,0.019,42.560
180.3838,46.5786,120132.69+463427.66,52,17.389,0.016,17.221,0.014,17.458,0.012,17.707,0.021,17.982,0.026,0.017,94.900
175.1724,45.5820,114033.35+453644.30,32,18.235,0.028,18.043,0.031,18.368,0.016,18.627,0.017,18.894,0.043,0.025,32.400
174.1083,45.2669,113632.32+451318.03,20,18.753,0.021,18.528,0.020,18.829,0.018,19.042,0.024,19.337,0.049,0.022,19.500
173.3234,44.0627,113324.36+440336.98,17,18.543,0.023,18.342,0.028,18.671,0.162,18.994,0.579,19.363,1.656,0.020,17.600
171.8102,43.6685,112721.93+434012.09,27,17.989,0.021,17.762,0.016,18.088,0.012,18.341,0.020,18.605,0.032,0.026,24.200
172.5616,45.1165,113027.71+450558.62,33,17.788,0.017,17.678,0.030,18.015,0.022,18.302,0.025,18.601,0.036,0.017,43.600
173.2826,46.1087,113254.32+460714.34,23,18.605,0.025,18.381,0.023,18.721,0.014,18.961,0.018,19.214,0.051,0.017,32.600
170.0306,44.4624,112002.74+442828.32,24,18.854,0.023,18.582,0.018,18.821,0.016,19.018,0.021,19.216,0.044,0.014,134.100
168.6064,45.2865,111433.14+451510.34,12,19.936,0.039,19.438,0.022,19.397,0.022,19.411,0.025,19.551,0.084,0.015,13.300
167.8492,45.2155,111117.06+451330.50,15,19.216,0.032,19.128,0.020,19.486,0.022,19.800,0.031,20.013,0.121,0.014,12.400
166.1263,45.1696,110427.85+451031.53,26,18.430,0.026,18.172,0.019,18.495,0.018,18.761,0.017,19.005,0.046,0.007,37.600
160.2257,47.7382,104046.14+474554.72,15,19.468,0.033,19.201,0.022,19.429,0.024,19.704,0.029,19.940,0.099,0.015,24.900
157.4647,49.2189,103002.54+491402.37,16,19.297,0.028,19.052,0.016,19.354,0.023,19.586,0.029,20.052,0.098,0.010,27.400
159.9276,47.1149,103944.75+470652.59,27,17.864,0.018,18.122,0.019,18.562,0.018,18.882,0.021,19.210,0.046,0.016,5.100
159.9008,47.3043,103931.54+471931.82,12,19.819,0.035,19.372,0.025,19.353,0.023,19.314,0.026,19.412,0.074,0.018,67.400
160.8113,46.7561,104322.39+464407.96,21,18.845,0.035,18.723,0.026,18.971,0.017,19.207,0.020,19.517,0.092,0.018,15.100
155.4547,48.4813,102157.11+482941.87,20,18.752,0.021,18.595,0.019,18.928,0.025,19.220,0.021,19.466,0.075,0.009,16.900
154.8251,48.7825,101907.08+484805.90,17,19.002,0.023,18.870,0.022,19.059,0.016,19.185,0.028,19.391,0.073,0.009,29.700
158.0996,48.0118,103233.61+475908.96,22,17.947,0.024,17.943,0.027,18.327,0.014,18.558,0.016,18.668,0.035,0.012,10.200
158.0578,46.9831,103215.70+470019.25,21,18.817,0.024,18.534,0.017,18.864,0.015,19.095,0.018,19.376,0.051,0.015,27.900
152.6465,50.6118,101038.13+503631.27,17,18.330,0.022,18.680,0.013,19.205,0.020,19.589,0.029,19.580,0.077,0.011,13.900
152.8777,48.5092,101145.38+483040.28,17,19.283,0.029,18.989,0.020,19.267,0.023,19.530,0.025,19.859,0.073,0.008,30.800
151.7188,49.0452,100651.72+490053.88,32,18.229,0.029,17.956,0.032,18.250,0.016,18.502,0.015,18.761,0.037,0.009,29.900
154.6701,46.5541,101850.40+463303.73,12,19.822,0.033,19.324,0.022,19.252,0.019,19.242,0.020,19.315,0.048,0.012,25.800
149.8556,47.0766,095938.97+470229.23,17,19.168,0.031,19.073,0.036,19.408,0.015,19.656,0.023,19.890,0.084,0.017,27.000
163.5643,46.2712,105425.20+461646.35,25,18.626,0.022,18.259,0.020,18.440,0.018,18.654,0.022,18.883,0.048,0.016,16.600
195.3486,47.1328,130120.61+470542.33,21,18.800,0.021,18.680,0.029,19.059,0.023,19.296,0.031,19.546,0.098,0.012,8.900
196.0544,49.1908,130410.51+491014.44,17,19.370,0.034,19.117,0.044,19.450,0.025,19.694,0.027,19.935,0.114,0.016,29.100
153.6195,50.0212,101423.12+500148.23,19,18.509,0.023,18.621,0.018,19.004,0.018,19.296,0.021,19.765,0.083,0.006,2.200
153.6401,50.8147,101424.27+504837.90,15,19.391,0.038,19.222,0.022,19.590,0.020,19.851,0.027,20.387,0.167,0.007,26.200
187.5765,48.8462,123025.96+484830.46,12,19.261,0.026,19.173,0.036,19.573,0.028,19.853,0.033,20.080,0.119,0.015,12.000
183.4945,49.0655,121357.62+490236.63,13,18.679,0.020,18.552,0.014,18.889,0.016,19.117,0.019,19.493,0.067,0.019,12.200
195.6451,52.1409,130235.27+520710.94,53,16.516,0.032,16.463,0.016,16.820,0.017,17.103,0.018,17.408,0.018,0.012,24.700
192.4023,52.0259,124933.75+520210.76,48,17.030,0.031,17.051,0.014,17.370,0.018,17.716,0.019,18.020,0.025,0.011,36.600
187.6803,51.2106,123051.03+511208.72,13,18.938,0.027,19.174,0.029,19.581,0.022,19.940,0.030,20.159,0.111,0.017,12.000
174.2010,47.9547,113643.40+475847.53,22,18.326,0.036,18.752,0.023,19.238,0.027,19.628,0.046,19.953,0.116,0.023,12.700
177.5297,48.1837,115012.29+480905.94,39,17.251,0.011,17.672,0.015,18.197,0.016,18.565,0.019,18.942,0.041,0.031,4.010
192.7199,55.3281,125051.78+552114.70,23,18.769,0.022,18.687,0.027,18.999,0.017,19.292,0.022,19.578,0.064,0.010,39.800
193.7116,55.2214,125450.41+551221.44,34,17.861,0.019,18.077,0.014,18.555,0.017,18.913,0.022,19.150,0.046,0.013,37.100
182.5984,53.1337,121016.49+530913.14,26,18.419,0.022,18.163,0.018,18.422,0.015,18.624,0.017,18.795,0.042,0.020,33.900
179.0704,50.8137,115616.02+505039.75,29,17.473,0.035,17.841,0.029,18.335,0.020,18.693,0.026,18.990,0.048,0.027,18.600
178.7773,51.0542,115510.11+510359.48,37,17.510,0.031,17.308,0.021,17.598,0.017,17.873,0.020,18.148,0.027,0.030,30.000
175.3540,49.4898,114123.33+493051.81,13,20.147,0.038,19.598,0.016,19.592,0.024,19.606,0.025,19.775,0.067,0.015,4.700
172.7847,48.9932,113124.52+485814.15,15,20.040,0.047,19.476,0.022,19.501,0.028,19.515,0.031,19.774,0.086,0.015,11.000
169.9368,48.2154,112005.02+480919.46,11,20.085,0.034,19.574,0.028,19.397,0.017,19.340,0.019,19.296,0.050,0.006,23.260
153.4618,52.4999,101347.21+523022.42,16,18.834,0.019,19.180,0.022,19.666,0.028,19.792,0.025,19.774,0.066,0.005,16.500
181.7562,53.7985,120649.15+535002.34,17,19.126,0.035,18.962,0.030,19.331,0.020,19.607,0.027,19.721,0.082,0.017,14.900
181.6749,55.8143,120654.55+554647.01,27,18.526,0.036,18.107,0.014,18.288,0.024,18.536,0.022,19.006,0.128,0.010,0.000
180.1621,53.5050,120047.11+532743.80,19,18.602,0.035,18.646,0.019,19.074,0.016,19.358,0.038,19.616,0.075,0.018,18.300
175.9626,51.2520,114343.49+511557.86,21,18.807,0.018,18.673,0.025,19.085,0.021,19.323,0.028,19.598,0.082,0.016,18.800
174.1230,51.0297,113634.33+510140.88,11,20.243,0.049,19.713,0.057,19.433,0.019,19.389,0.021,19.343,0.073,0.014,27.900
170.0561,48.8988,112013.68+485231.02,28,18.061,0.019,17.851,0.014,18.184,0.019,18.482,0.021,18.807,0.037,0.011,29.200
168.7288,49.8808,111441.18+495307.17,30,17.572,0.027,17.803,0.027,18.238,0.022,18.578,0.028,18.861,0.042,0.019,29.800
166.4963,47.3883,110603.15+472253.46,48,16.550,0.019,16.594,0.024,17.024,0.015,17.298,0.025,17.627,0.027,0.020,18.000
155.5500,54.2398,102156.67+541520.88,18,19.182,0.024,19.007,0.015,19.347,0.027,19.536,0.026,19.868,0.074,0.008,40.200
158.4889,55.4306,103411.28+552432.97,16,19.307,0.035,19.164,0.024,19.478,0.021,19.697,0.033,20.085,0.107,0.008,20.800
175.9828,55.5139,114345.32+553207.79,29,18.324,0.035,18.016,0.015,18.218,0.021,18.411,0.018,18.604,0.033,0.011,75.400
169.6700,53.9801,111859.80+535725.00,25,18.528,0.020,18.455,0.017,18.824,0.025,19.099,0.039,19.407,0.059,0.013,18.800
169.2039,51.7928,111655.59+514748.72,11,20.261,0.046,19.824,0.022,19.872,0.024,19.905,0.032,19.828,0.105,0.015,40.500
167.7436,50.3744,111058.53+502053.08,37,16.924,0.017,17.298,0.025,17.806,0.020,18.152,0.016,18.501,0.040,0.017,25.000
167.3002,50.3527,110906.67+502035.89,11,19.908,0.037,19.389,0.029,19.200,0.018,19.193,0.022,19.188,0.047,0.021,82.300
162.4319,50.2078,104956.66+501109.50,18,18.725,0.019,19.087,0.014,19.532,0.036,19.954,0.031,20.329,0.121,0.013,7.100
160.3401,50.1412,104109.60+500945.07,35,17.383,0.019,17.545,0.033,17.923,0.021,18.245,0.016,18.570,0.035,0.014,5.900
